timestamp_ms,open,high,low,close,volume,datetime,symbol,sma_20,ema_20,bb_upper,bb_lower,rsi_14,return_pct
1768089600000,90379.96,90514.98,90320.5,90490.59,3.14938681,2026-01-11 00:00:00+00:00,BTCUSD,,90490.59,,,,
1768093200000,90490.59,90538.73,90421.49,90519.05,2.14840133,2026-01-11 01:00:00+00:00,BTCUSD,,90493.30047619047,,,,0.03145078399864332
1768096800000,90519.05,90608.39,90486.84,90568.78,0.73787817,2026-01-11 02:00:00+00:00,BTCUSD,,90500.48900226757,,,,0.054938711796026496
1768100400000,90568.78,90610.2,90502.23,90604.77,2.63667727,2026-01-11 03:00:00+00:00,BTCUSD,,90510.42052586113,,,,0.03973775510723865
1768104000000,90604.77,90673.4,90572.52,90667.3,2.75521356,2026-01-11 04:00:00+00:00,BTCUSD,,90525.36142816007,,,,0.06901402652421673
1768107600000,90667.3,90708.58,90609.37,90637.1,0.90806469,2026-01-11 05:00:00+00:00,BTCUSD,,90536.00319690673,,,,-0.03330859085910465
1768111200000,90637.1,90677.16,90461.35,90612.25,0.62596166,2026-01-11 06:00:00+00:00,BTCUSD,,90543.26479720134,,,,-0.027417029009102478
1768114800000,90612.25,90631.07,90560.55,90577.01,1.64331866,2026-01-11 07:00:00+00:00,BTCUSD,,90546.4786260393,,,,-0.03889098880118791
1768118400000,90577.01,90686.16,90497.83,90639.55,1.61262435,2026-01-11 08:00:00+00:00,BTCUSD,,90555.34256641651,,,,0.06904621824015411
1768122000000,90639.55,90674.46,90552.07,90599.14,0.31611251,2026-01-11 09:00:00+00:00,BTCUSD,,90559.51375056732,,,,-0.04458318692006635
1768125600000,90599.14,90612.51,90550.01,90599.26,0.35963868,2026-01-11 10:00:00+00:00,BTCUSD,,90563.29910765614,,,,0.00013245158838604
1768129200000,90599.26,90608.93,90557.05,90578.0,0.41972327,2026-01-11 11:00:00+00:00,BTCUSD,,90564.69919264127,,,,-0.023465975329151068
1768132800000,90578.0,90832.25,90578.0,90831.39,2.02269079,2026-01-11 12:00:00+00:00,BTCUSD,,90590.09831715163,,,,0.27974784163924404
1768136400000,90831.39,90831.39,90682.85,90726.84,0.23666905,2026-01-11 13:00:00+00:00,BTCUSD,,90603.12133456576,,,,-0.11510338000992881
1768140000000,90726.84,91047.71,90726.84,90991.97,2.16150677,2026-01-11 14:00:00+00:00,BTCUSD,,90640.1545407976,,,74.71313091482617,0.2922288487067437
1768143600000,90991.97,91008.41,90595.97,90722.5,6.57461449,2026-01-11 15:00:00+00:00,BTCUSD,,90647.99696548354,,,58.1029305167234,-0.2961470116538911
1768147200000,90722.5,91140.84,90722.5,90909.78,6.90832113,2026-01-11 16:00:00+00:00,BTCUSD,,90672.92868305654,,,62.24012175511124,0.20643170106644515
1768150800000,90909.78,91017.83,90800.0,90854.16,1.86894597,2026-01-11 17:00:00+00:00,BTCUSD,,90690.18880847972,,,58.82740214782766,-0.06118153624394829
1768154400000,90854.16,90860.89,90659.08,90752.47,5.00339022,2026-01-11 18:00:00+00:00,BTCUSD,,90696.12035052928,,,52.933356294127684,-0.11192663054724328
1768158000000,90752.47,90792.52,90531.61,90586.0,3.27225042,2026-01-11 19:00:00+00:00,BTCUSD,90673.3955,90685.63269809792,90941.99702419326,90404.79397580674,48.39107819800742,-0.18343302391659044
1768161600000,90586.0,90600.91,90300.0,90600.91,4.83568084,2026-01-11 20:00:00+00:00,BTCUSD,90678.9115,90677.56386970765,90935.99021866517,90421.83278133483,49.64070262597598,0.016459497052534466
1768165200000,90600.91,90676.78,90471.31,90617.47,0.87154825,2026-01-11 21:00:00+00:00,BTCUSD,90683.8325,90671.84064402121,90931.62698401957,90436.03801598043,51.297293830960825,0.018277962108759205
1768168800000,90617.47,90617.47,90340.99,90426.11,2.94268473,2026-01-11 22:00:00+00:00,BTCUSD,90676.699,90648.437725543,90945.74256046441,90407.65543953558,43.678549004276626,-0.21117340839464926
1768172400000,90426.11,90927.58,90118.54,90867.21,37.62693453,2026-01-11 23:00:00+00:00,BTCUSD,90689.82100000001,90669.27318025319,90969.48357871342,90410.1584212866,56.41650430128647,0.4878015873954977
1768176000000,90867.21,91111.0,90577.1,91111.0,12.57680011,2026-01-12 00:00:00+00:00,BTCUSD,90712.00600000001,90711.34240118146,91048.72205100785,90375.28994899217,60.96939869157767,0.26829259971776764
1768179600000,91111.0,91665.67,90966.0,91260.39,14.30097932,2026-01-12 01:00:00+00:00,BTCUSD,90743.1705,90763.63264868798,91157.19659927774,90329.14440072225,63.86571355421805,0.1639648341034583
1768183200000,91260.39,92249.99,91256.95,92088.52,22.21363248,2026-01-12 02:00:00+00:00,BTCUSD,90816.984,90889.81239643198,91542.18307914707,90091.78492085292,70.70747335650398,0.907436402583861
1768186800000,92088.52,92413.41,91674.17,91677.36,23.02948002,2026-01-12 03:00:00+00:00,BTCUSD,90872.0015,90964.81693010512,91682.48685562014,90061.51614437986,64.22057054630977,-0.446483448751267
1768190400000,91677.36,92158.71,91610.18,92049.08,7.44274303,2026-01-12 04:00:00+00:00,BTCUSD,90942.478,91068.08007961891,91899.70560695665,89985.25039304336,65.32643208211906,0.40546542788753026
1768194000000,92049.08,92143.53,91938.49,91988.61,1.87605224,2026-01-12 05:00:00+00:00,BTCUSD,91011.9515,91155.74959584569,92061.49597460788,89962.40702539211,69.54084546170107,-0.06569321496749936
1768197600000,91988.61,92069.46,91679.0,91697.67,4.18022337,2026-01-12 06:00:00+00:00,BTCUSD,91066.872,91207.361062908,92140.175065114,89993.568934886,61.78308323188691,-0.31627828706184413
1768201200000,91697.67,91822.85,91266.0,91281.35,3.27962965,2026-01-12 07:00:00+00:00,BTCUSD,91102.0395,91214.40762834535,92153.77214558459,90050.30685441541,55.76658810316389,-0.4540137170333636
1768204800000,91281.35,91488.69,90300.0,90682.3,9.80988911,2026-01-12 08:00:00+00:00,BTCUSD,91094.585,91163.73071136007,92156.45932144644,90032.71067855357,49.16491525383389,-0.6562676822812086
1768208400000,90682.3,90799.15,90603.29,90604.77,2.50767357,2026-01-12 09:00:00+00:00,BTCUSD,91088.4815,91110.49635789721,92160.60957552423,90016.35342447576,50.2282105713654,-0.08549628758864891
1768212000000,90604.77,90652.97,90276.1,90276.1,13.08014967,2026-01-12 10:00:00+00:00,BTCUSD,91052.688,91031.03003809748,92184.51969086497,89920.85630913502,46.330817249146584,-0.36275132092934426
1768215600000,90276.1,90624.98,90276.1,90542.37,4.16027481,2026-01-12 11:00:00+00:00,BTCUSD,91043.6815,90984.4909868501,92189.35823800751,89898.0047619925,49.196946042473044,0.29495071231475656
1768219200000,90542.37,90747.0,90478.83,90674.55,14.08271342,2026-01-12 12:00:00+00:00,BTCUSD,91031.92,90954.97279762628,92188.16564299603,89875.67435700397,52.690654837200455,0.1459869009393211
1768222800000,90674.55,90715.45,90429.98,90522.41,4.88069371,2026-01-12 13:00:00+00:00,BTCUSD,91015.3325,90913.77634070949,92191.659777891,89839.005222109,46.01641495831558,-0.16778688176560808
